uid,date,symbol,category,trade_type,stock_value,volume
8,22-06-2011,DLF,Realty,bought,214,87
8,25-08-2011,DRREDDY,Pharma,bought,1471,30
8,19-09-2011,HCLTECH,IT,bought,385.9,84
8,28-09-2011,TECHM,IT,bought,619,52
8,19-07-2012,RELCAPITAL,Financial services,bought,359.2,150
8,09-10-2012,RELCAPITAL,Financial services,sold,360,73
8,18-10-2012,DLF,Realty,bought,203.9,49
8,18-02-2013,HDFCBANK,Financial services,bought,678,76
8,08-03-2013,MINDTREE,IT,bought,880,48
8,11-03-2013,MARUTI,Auto,bought,1438.9,73
8,08-04-2013,WIPRO,IT,bought,451.5,23
8,29-10-2013,AXISBANK,Financial services,bought,1186,99
8,31-10-2013,JUBLFOOD,FMCG,bought,1133.5,87
8,30-12-2013,WIPRO,IT,sold,555.3,44
8,22-09-2014,RELCAPITAL,Financial services,sold,515.1,48
8,02-06-2015,MPHASIS,IT,bought,372,80
8,29-09-2015,HINDUNILVR,FMCG,bought,782.6,96
8,24-12-2015,PRESTIGE,Realty,bought,195.65,55
8,05-01-2016,MPHASIS,IT,sold,494.05,46
8,12-01-2016,ICICIBANK,Financial services,bought,241,82
