uid,date,symbol,category,trade_type,stock_value,volume
5,16-08-2011,KOTAKBANK,Financial services,bought,230,80
5,11-11-2011,ITC,FMCG,bought,212.45,81
5,14-11-2011,BOSCHLTD,Auto,bought,7100.45,69
5,12-12-2011,PRESTIGE,Realty,bought,76.35,73
5,19-12-2011,KOTAKBANK,Financial services,sold,239.5,78
5,16-01-2012,GLENMARK,Pharma,bought,311.46,71
5,07-03-2012,ITC,FMCG,sold,209.1,69
5,13-08-2012,DRREDDY,Pharma,bought,1640.6,97
5,25-09-2012,ASHOKLEY,Auto,bought,24.3,65
5,08-02-2013,ASHOKLEY,Auto,bought,25,78
5,11-07-2013,MINDTREE,IT,bought,881.89,40
5,22-11-2013,GODREJCP,FMCG,bought,860.5,29
5,24-07-2014,SOBHA,Realty,bought,451.56,54
5,14-10-2014,ASHOKLEY,Auto,sold,44.55,35
5,21-10-2014,TATAMOTORS,Auto,bought,503.29,30
5,14-11-2014,BOSCHLTD,Auto,sold,16490,50
5,16-01-2015,ASHOKLEY,Auto,sold,61.25,55
5,04-05-2015,WIPRO,IT,bought,544.5,98
5,24-07-2015,SOBHA,Realty,bought,361.45,35
5,12-10-2015,WIPRO,IT,sold,599,69
