uid,date,symbol,category,trade_type,stock_value,volume
16,25-01-2011,DRREDDY,Pharma,bought,1647,44
16,29-03-2011,AXISBANK,Financial services,bought,1377.6,100
16,22-02-2012,GLENMARK,Pharma,bought,317.25,80
16,19-04-2012,KOTAKBANK,Financial services,bought,584,73
16,11-06-2012,DABUR,FMCG,bought,103.65,50
16,06-07-2012,EICHERMOT,Auto,bought,1990,87
16,16-07-2012,TATAELXSI,IT,bought,235,60
16,22-08-2012,DRREDDY,Pharma,sold,1660,30
16,07-05-2013,DABUR,FMCG,sold,263.5,30
16,21-05-2013,PRESTIGE,Realty,bought,177.5,88
16,04-07-2013,SOBHA,Realty,bought,341,25
16,02-01-2014,TATAELXSI,IT,sold,420.5,43
16,04-02-2014,PHOENIXLTD,Realty,bought,204,77
16,22-10-2014,HDFCBANK,Financial services,bought,905.05,93
16,10-02-2015,AXISBANK,Financial services,sold,546.9,100
16,24-03-2015,GLENMARK,Pharma,sold,792.65,64
16,30-03-2015,OBEROIRLTY,Realty,bought,276.95,22
16,07-05-2015,MINDTREE,IT,bought,1261,100
16,21-09-2015,MINDTREE,IT,sold,697.5,37
16,22-09-2015,MINDTREE,IT,sold,712,41
