uid,date,symbol,category,trade_type,stock_value,volume
19,08-02-2011,PHOENIXLTD,Realty,bought,192.9,62
19,11-02-2011,TATAELXSI,IT,bought,225,50
19,30-08-2011,ITC,FMCG,bought,204,61
19,05-09-2011,TATAELXSI,IT,sold,199.5,25
19,16-12-2011,TECHM,IT,bought,576,66
19,19-03-2012,ITC,FMCG,bought,217,49
19,15-05-2012,RELCAPITAL,Financial services,bought,287,66
19,03-07-2012,BAJAJ-AUTO,Auto,sold,1552.3,95
19,11-02-2013,HCLTECH,IT,bought,674,73
19,13-08-2013,OBEROIRLTY,Realty,bought,176,95
19,24-02-2014,PHOENIXLTD,Realty,sold,219.95,40
19,26-03-2014,JUBLFOOD,FMCG,bought,1011,27
19,17-06-2014,TECHM,IT,sold,2030,20
19,09-07-2014,DABUR,FMCG,bought,193.5,92
19,12-08-2014,RELCAPITAL,Financial services,sold,567.45,50
19,02-09-2014,PRESTIGE,Realty,bought,235,25
19,22-09-2014,EXIDEIND,Auto,bought,172,80
19,20-01-2015,APOLLOTYRE,Auto,bought,229.8,47
19,10-09-2015,EXIDEIND,Auto,sold,147.05,68
19,29-12-2015,GLENMARK,Pharma,bought,930,48
