uid,date,symbol,category,trade_type,stock_value,volume
42,06-01-2011,GLAXO,Pharma,bought,2389.9,200
42,17-02-2011,HINDUNILVR,FMCG,bought,275.5,62
42,27-09-2011,CIPLA,Pharma,bought,289,86
42,17-01-2012,EICHERMOT,Auto,bought,1519.95,62
42,23-03-2012,MINDTREE,IT,bought,484,81
42,31-05-2012,DRREDDY,Pharma,bought,1673,73
42,26-06-2012,ASHOKLEY,Auto,bought,25.15,29
42,25-09-2012,DRREDDY,Pharma,sold,1672.25,37
42,10-04-2013,MPHASIS,IT,bought,372,67
42,11-09-2013,HCLTECH,IT,bought,1069.95,77
42,19-11-2013,APOLLOTYRE,Auto,bought,74,100
42,26-12-2013,GLAXO,Pharma,sold,2950.05,61
42,04-03-2014,GLAXO,Pharma,sold,3047,73
42,21-04-2014,BOSCHLTD,Auto,bought,10215.5,90
42,09-05-2014,MPHASIS,IT,bought,404.9,85
42,30-06-2014,SUNPHARMA,Pharma,bought,668,96
42,02-02-2015,WIPRO,IT,sold,612,85
42,07-08-2015,MINDTREE,IT,sold,1297.85,57
42,26-08-2015,RELCAPITAL,Financial services,bought,282.5,63
42,31-12-2015,HDFCBANK,Financial services,bought,1075,90
