uid,date,symbol,category,trade_type,stock_value,volume
29,07-04-2011,DLF,Realty,bought,272,64
29,19-04-2011,TATAELXSI,IT,bought,257.2,97
29,13-06-2011,BAJAJ-AUTO,Auto,bought,1334.9,89
29,28-06-2011,RELCAPITAL,Financial services,bought,559.4,26
29,02-08-2011,TATAELXSI,IT,sold,235,88
29,10-10-2011,SBIN,Financial services,bought,1759.95,65
29,03-02-2012,CIPLA,Pharma,bought,341,23
29,22-05-2012,DLF,Realty,sold,192,64
29,03-08-2012,MINDTREE,IT,bought,635,91
29,22-08-2012,BOSCHLTD,Auto,bought,8724.05,50
29,03-12-2012,EICHERMOT,Auto,bought,2738,69
29,05-02-2013,GLAXO,Pharma,bought,2050,48
29,16-04-2014,EICHERMOT,Auto,sold,6034.9,56
29,13-06-2014,JUBLFOOD,FMCG,bought,1263,56
29,12-08-2014,BOSCHLTD,Auto,sold,13709,25
29,02-12-2014,PHOENIXLTD,Realty,bought,373.8,36
29,05-08-2015,RELCAPITAL,Financial services,sold,396.8,38
29,17-11-2015,BAJAJ-AUTO,Auto,sold,2395,76
29,15-12-2015,MPHASIS,IT,bought,473,73
29,01-01-2016,MPHASIS,IT,sold,495.85,73
