uid,date,symbol,category,trade_type,stock_value,volume
6,03-05-2011,PHOENIXLTD,Realty,bought,204.95,36
6,31-01-2012,HINDUNILVR,FMCG,bought,384,43
6,03-08-2012,MINDTREE,IT,bought,635,30
6,02-01-2013,MPHASIS,IT,bought,385.95,150
6,11-03-2013,ICICIBANK,Financial services,bought,1145.7,22
6,04-06-2013,MPHASIS,IT,sold,478,42
6,11-07-2013,MARUTI,Auto,bought,1560,93
6,17-09-2013,TCS,IT,bought,1900,48
6,04-06-2014,MINDTREE,IT,sold,780,26
6,02-07-2014,BOSCHLTD,Auto,bought,13528,90
6,05-08-2014,MPHASIS,IT,sold,443.7,25
6,25-08-2014,TATAELXSI,IT,bought,599.8,72
6,23-09-2014,HINDUNILVR,FMCG,bought,736,34
6,12-11-2014,GLAXO,Pharma,bought,2766.05,24
6,04-12-2014,MPHASIS,IT,sold,403.2,89
6,16-06-2015,OBEROIRLTY,Realty,bought,287.95,39
6,26-06-2015,BOSCHLTD,Auto,sold,16575,85
6,24-12-2015,HCLTECH,IT,bought,860.7,36
6,01-01-2016,EXIDEIND,Auto,bought,146.9,75
6,15-01-2016,EXIDEIND,Auto,sold,138.15,60
