uid,date,symbol,category,trade_type,stock_value,volume
23,17-02-2011,GLENMARK,Pharma,bought,288,100
23,06-09-2011,MARUTI,Auto,bought,1088.9,48
23,27-12-2011,MARUTI,Auto,sold,971,21
23,20-12-2012,GLENMARK,Pharma,sold,481.95,42
23,21-12-2012,PRESTIGE,Realty,bought,182.75,31
23,22-01-2013,WIPRO,IT,bought,398.15,95
23,02-07-2013,RELCAPITAL,Financial services,bought,361.7,58
23,10-10-2013,GLAXO,Pharma,bought,2485.9,78
23,19-12-2013,WIPRO,IT,sold,524.6,75
23,23-12-2013,TECHM,IT,bought,1845.1,80
23,11-07-2014,EICHERMOT,Auto,bought,8147.35,55
23,21-07-2014,GLENMARK,Pharma,sold,572,40
23,14-10-2014,HCLTECH,IT,bought,1732.7,54
23,12-11-2014,MINDTREE,IT,bought,1099,98
23,07-01-2015,HCLTECH,IT,sold,767.95,25
23,03-06-2015,BOSCHLTD,Auto,bought,22997.1,71
23,23-06-2015,MINDTREE,IT,sold,1355,22
23,06-10-2015,OBEROIRLTY,Realty,bought,272.9,43
23,18-11-2015,ITC,FMCG,bought,351,80
23,08-01-2016,M&M,Auto,bought,1199,84
