uid,date,symbol,category,trade_type,stock_value,volume
12,19-04-2011,GLAXO,Pharma,bought,2095.6,52
12,21-04-2011,SOBHA,Realty,bought,302.15,24
12,13-01-2012,GLENMARK,Pharma,bought,309,45
12,12-06-2012,SUNPHARMA,Pharma,bought,580.9,88
12,10-07-2012,TECHM,IT,bought,716.2,27
12,20-07-2012,GODREJCP,FMCG,bought,578.65,57
12,14-08-2012,PRESTIGE,Realty,bought,112.35,38
12,16-07-2013,TCS,IT,bought,1625,77
12,06-12-2013,JUBLFOOD,FMCG,bought,1365.6,61
12,17-01-2014,TCS,IT,bought,2298,66
12,10-02-2014,GLAXO,Pharma,sold,2975,35
12,11-03-2014,TCS,IT,sold,2155,54
12,20-04-2015,M&M,Auto,bought,1218,159
12,05-05-2015,SUNPHARMA,Pharma,bought,954.9,28
12,14-07-2015,MINDTREE,IT,bought,1240.5,48
12,31-07-2015,M&M,Auto,sold,1328.6,30
12,25-08-2015,M&M,Auto,sold,1250,79
12,01-09-2015,MARUTI,Auto,bought,4170,42
12,17-11-2015,RELCAPITAL,Financial services,bought,411.5,58
12,24-11-2015,M&M,Auto,sold,1323.5,23
