uid,date,symbol,category,trade_type,stock_value,volume
1,16-05-2011,DRREDDY,Pharma,bought,1650,150
1,12-08-2011,ASHOKLEY,Auto,bought,26.14,66
1,28-12-2011,TECHM,IT,bought,565,86
1,22-03-2012,MPHASIS,IT,bought,406.12,86
1,09-04-2012,DRREDDY,Pharma,sold,1700,64
1,02-05-2012,DABUR,FMCG,bought,109.45,83
1,03-09-2012,CIPLA,Pharma,bought,379,64
1,18-09-2012,PRESTIGE,Realty,bought,128.15,77
1,28-09-2012,DRREDDY,Pharma,sold,1621,52
1,08-07-2013,HINDUNILVR,FMCG,bought,610.1,71
1,01-09-2013,SUNPHARMA,Pharma,bought,531.45,28
1,16-09-2013,ASHOKLEY,Auto,sold,13.6,31
1,19-11-2013,CIPLA,Pharma,sold,400.1,53
1,23-12-2013,PHOENIXLTD,Realty,bought,221.5,82
1,11-03-2014,GLENMARK,Pharma,bought,542.23,34
1,18-07-2014,HDFCBANK,Financial Services,bought,828.9,89
1,24-05-2015,HDFCBANK,Financial Services,sold,1025.35,36
1,20-06-2015,TECHM,IT,sold,475,86
1,17-08-2015,GLAXO,Pharma,bought,3620.97,27
1,09-11-2015,TATAELXSI,IT,bought,1834,89
