uid,date,symbol,category,trade_type,stock_value,volume
7,06-06-2011,SBIN,Financial services,bought,2303,94
7,08-06-2011,AXISBANK,Financial services,bought,1230.9,73
7,26-07-2011,TATAELXSI,IT,bought,245.95,43
7,07-12-2011,SBIN,Financial services,sold,784,26
7,07-02-2012,DLF,Realty,bought,237.5,71
7,05-03-2012,SUNPHARMA,Pharma,bought,565.65,66
7,25-06-2012,SUNPHARMA,Pharma,sold,306,30
7,13-11-2012,MPHASIS,IT,bought,390,55
7,01-04-2013,GLENMARK,Pharma,bought,472,82
7,11-06-2013,EICHERMOT,Auto,bought,3570,100
7,05-05-2014,EICHERMOT,Auto,sold,6248,86
7,18-06-2014,CIPLA,Pharma,bought,420,47
7,14-08-2014,GLENMARK,Pharma,sold,702,98
7,05-09-2014,EICHERMOT,Auto,bought,11048,55
7,10-11-2014,CIPLA,Pharma,sold,652,34
7,23-01-2015,TECHM,IT,bought,2770.85,36
7,11-09-2015,MINDTREE,IT,bought,1345.5,75
7,07-10-2015,ICICIBANK,Financial services,bought,280.9,85
7,21-12-2015,MINDTREE,IT,sold,742,70
7,19-01-2016,APOLLOTYRE,Auto,bought,132,53
