uid,date,symbol,category,trade_type,stock_value,volume
40,04-01-2011,EICHERMOT,Auto,bought,1262,96
40,11-01-2011,PRESTIGE,Realty,bought,147.8,33
40,09-05-2011,HINDUNILVR,FMCG,bought,275.15,79
40,28-06-2011,ITC,FMCG,bought,194.2,98
40,20-09-2011,HCLTECH,IT,bought,392.6,58
40,12-10-2011,HINDUNILVR,FMCG,bought,326.35,40
40,27-06-2012,KOTAKBANK,Financial services,bought,584.55,79
40,06-07-2012,HINDUNILVR,FMCG,sold,441,30
40,23-11-2012,TCS,IT,bought,1282,85
40,14-01-2013,DABUR,FMCG,bought,126.3,94
40,25-02-2014,GLAXO,Pharma,bought,3025.25,47
40,25-03-2014,HINDUNILVR,FMCG,sold,583,77
40,06-05-2014,DLF,Realty,bought,139.05,50
40,16-06-2014,KOTAKBANK,Financial services,sold,459.5,45
40,09-09-2014,HDFCBANK,Financial services,bought,860.1,54
40,25-11-2014,DLF,Realty,sold,147.95,20
40,31-12-2014,GODREJCP,FMCG,bought,960,65
40,21-04-2015,BAJAJ-AUTO,Auto,sold,2025.7,70
40,22-07-2015,GODREJCP,FMCG,sold,1219,27
40,07-01-2016,DLF,Realty,sold,113,30
