uid,date,symbol,category,trade_type,stock_value,volume
18,21-09-2011,ICICIBANK,Financial services,bought,886.9,52
18,31-10-2011,EXIDEIND,Auto,bought,119.85,68
18,04-11-2011,PHOENIXLTD,Realty,bought,206,69
18,08-12-2011,PHOENIXLTD,Realty,sold,189.5,25
18,07-01-2012,HCLTECH,IT,bought,419.9,91
18,16-07-2012,JUBLFOOD,FMCG,bought,1235,81
18,13-09-2012,JUBLFOOD,FMCG,sold,1228.2,75
18,24-09-2012,GLAXO,Pharma,bought,1975.5,52
18,17-12-2012,TATAELXSI,IT,bought,231,98
18,13-03-2013,TATAMOTORS,Auto,bought,306,100
18,06-05-2013,GODREJCP,FMCG,bought,840,53
18,02-07-2013,SOBHA,Realty,bought,355.55,61
18,31-10-2013,ASHOKLEY,Auto,bought,17.1,65
18,24-01-2014,GODREJCP,FMCG,sold,732.95,40
18,28-01-2014,KOTAKBANK,Financial services,bought,657,38
18,10-03-2015,DRREDDY,Pharma,sold,3480,80
18,06-07-2015,GLAXO,Pharma,sold,3300,54
18,09-09-2015,TATAMOTORS,Auto,sold,335.35,75
18,06-11-2015,M&M,Auto,bought,1255,23
18,17-11-2015,TATAELXSI,IT,sold,1810,98
