uid,date,symbol,category,trade_type,stock_value,volume
22,14-01-2013,CIPLA,Pharma,bought,422,95
22,18-12-2014,ASHOKLEY,Auto,bought,47.55,24
22,08-10-2012,KOTAKBANK,Financial services,bought,636,51
22,15-10-2013,BAJAJ-AUTO,Auto,bought,2124.45,93
22,25-02-2014,MPHASIS,IT,bought,395,44
22,12-11-2013,TCS,IT,bought,2096.85,40
22,04-01-2011,GLENMARK,Pharma,bought,359.95,93
22,19-08-2014,GODREJCP,FMCG,bought,890,88
22,13-02-2015,AXISBANK,Financial services,bought,582.15,43
22,06-07-2015,MARUTI,Auto,bought,3984.9,75
22,05-06-2012,OBEROIRLTY,Realty,bought,259.95,81
22,18-10-2011,EICHERMOT,Auto,bought,1636,50
22,18-01-2011,GLENMARK,Pharma,sold,326,27
22,03-07-2012,BAJAJ-AUTO,Auto,bought,1552.3,80
22,04-03-2014,BAJAJ-AUTO,Auto,sold,1914,63
22,20-03-2015,CIPLA,Pharma,bought,713.85,70
22,18-12-2012,SOBHA,Realty,bought,378,97
22,23-07-2015,DRREDDY,Pharma,bought,3873.95,41
22,04-10-2013,OBEROIRLTY,Realty,sold,169.7,25
22,10-04-2014,AXISBANK,Financial services,sold,1484.45,20
