uid,date,symbol,category,trade_type,stock_value,volume
45,31-03-2011,M&M,Auto,bought,709,99
45,05-05-2011,MINDTREE,IT,bought,350.75,70
45,21-06-2011,EICHERMOT,Auto,bought,1202,55
45,10-08-2011,AXISBANK,Financial services,bought,1242,57
45,11-10-2011,DABUR,FMCG,bought,101.5,93
45,10-10-2011,M&M,Auto,sold,792,37
45,15-05-2012,MINDTREE,IT,sold,604,73
45,30-07-2013,HINDUNILVR,FMCG,bought,633,78
45,23-09-2013,GODREJCP,FMCG,bought,799.7,41
45,24-10-2013,ICICIBANK,Financial services,bought,1021,97
45,13-11-2013,HCLTECH,IT,bought,1090,45
45,17-12-2013,AXISBANK,Financial services,sold,1271.15,20
45,24-02-2014,BOSCHLTD,Auto,bought,9179,40
45,03-04-2014,JUBLFOOD,FMCG,bought,1050,95
45,12-06-2014,TATAMOTORS,Auto,bought,445,35
45,17-06-2014,WIPRO,IT,bought,539,87
45,01-07-2014,TCS,IT,bought,2418.9,87
45,23-04-2015,SOBHA,Realty,sold,414,21
45,30-07-2015,AXISBANK,Financial services,sold,571.4,30
45,07-08-2015,EICHERMOT,Auto,sold,20590,30
