uid,date,symbol,category,trade_type,stock_value,volume
27,30-03-2011,EICHERMOT,Auto,bought,1315,21
27,26-04-2011,MINDTREE,IT,bought,392,43
27,02-06-2011,PHOENIXLTD,Realty,bought,188.5,80
27,09-08-2011,PHOENIXLTD,Realty,sold,199,74
27,19-08-2011,JUBLFOOD,FMCG,bought,910,84
27,13-09-2011,MINDTREE,IT,bought,87.75,32
27,12-10-2012,JUBLFOOD,FMCG,sold,1363.5,56
27,19-02-2013,GLENMARK,Pharma,bought,502.85,90
27,12-03-2013,HINDUNILVR,FMCG,bought,440,69
27,22-08-2013,TATAELXSI,IT,bought,169,50
27,22-10-2013,TATAELXSI,IT,sold,197.55,37
27,27-11-2013,GLENMARK,Pharma,sold,502.5,36
27,14-01-2014,MARUTI,Auto,bought,1783,100
27,28-02-2014,WIPRO,IT,bought,603,52
27,12-06-2014,M&M,Auto,bought,1217.4,44
27,17-06-2014,ITC,FMCG,bought,335.95,27
27,10-02-2015,JUBLFOOD,FMCG,sold,1450,20
27,12-02-2015,MPHASIS,IT,bought,349.95,38
27,25-02-2015,MARUTI,Auto,sold,3595,88
27,29-12-2015,DLF,Realty,bought,115.95,62
