uid,date,symbol,category,trade_type,stock_value,volume
43,24-01-2011,HCLTECH,IT,bought,510,58
43,09-05-2011,GLENMARK,Pharma,bought,285.15,85
43,09-08-2011,SOBHA,Realty,bought,238.05,76
43,13-09-2011,BOSCHLTD,Auto,bought,7126.25,79
43,10-04-2013,SBIN,Financial services,bought,1999,72
43,11-05-2013,MPHASIS,IT,bought,436,92
43,11-06-2013,SOBHA,Realty,bought,377,71
43,12-06-2013,MPHASIS,IT,sold,420,22
43,23-07-2013,PHOENIXLTD,Realty,bought,248.05,44
43,19-09-2013,SBIN,Financial services,sold,1744,23
43,26-12-2013,RELCAPITAL,Financial services,bought,357,86
43,31-12-2013,HINDUNILVR,FMCG,bought,576.85,83
43,29-10-2014,AXISBANK,Financial services,bought,426.95,84
43,10-11-2014,APOLLOTYRE,Auto,bought,234.2,80
43,25-05-2015,MINDTREE,IT,bought,1452,38
43,15-07-2015,RELCAPITAL,Financial services,sold,370.85,67
43,09-10-2015,DABUR,FMCG,bought,278.2,26
43,08-12-2015,BOSCHLTD,Auto,sold,18400,51
43,14-12-2015,APOLLOTYRE,Auto,sold,146,60
43,17-12-2015,TCS,IT,bought,2415,91
