uid,date,symbol,category,trade_type,stock_value,volume
30,14-01-2011,SUNPHARMA,Pharma,bought,485.4,75
30,19-07-2011,ITC,FMCG,bought,202.5,44
30,21-07-2011,HINDUNILVR,FMCG,bought,332.75,65
30,05-12-2011,GLAXO,Pharma,bought,1902,72
30,02-04-2012,TECHM,IT,bought,717.95,77
30,27-08-2012,MARUTI,Auto,bought,1194.95,26
30,12-10-2012,EICHERMOT,Auto,bought,2211.65,41
30,15-01-2013,TECHM,IT,sold,1008.35,70
30,14-01-2013,GLENMARK,Pharma,bought,511.05,125
30,22-01-2013,HDFCBANK,Financial services,bought,658.5,64
30,04-09-2013,PHOENIXLTD,Realty,bought,185,63
30,11-11-2013,TATAMOTORS,Auto,bought,380,35
30,05-03-2014,PHOENIXLTD,Realty,sold,230.1,42
30,22-04-2014,GLENMARK,Pharma,sold,567,34
30,15-09-2014,SUNPHARMA,Pharma,sold,804,58
30,16-01-2015,GLENMARK,Pharma,sold,714,47
30,05-03-2015,DLF,Realty,bought,154.45,83
30,07-04-2015,HDFCBANK,Financial services,sold,1033.25,34
30,21-10-2015,GLAXO,Pharma,sold,3300.05,52
30,17-11-2015,HDFCBANK,Financial services,sold,1063.3,30
