uid,date,symbol,category,trade_type,stock_value,volume
26,15-02-2011,JUBLFOOD,FMCG,bought,505,95
26,22-03-2011,ITC,FMCG,bought,168.6,50
26,30-08-2011,TATAELXSI,IT,bought,195.9,100
26,11-10-2011,SBIN,Financial services,bought,1776.8,68
26,31-10-2011,SBIN,Financial services,sold,1918.1,26
26,08-12-2011,M&M,Auto,bought,757.8,41
26,20-01-2012,JUBLFOOD,FMCG,sold,844.9,30
26,16-07-2012,ITC,FMCG,sold,252.7,25
26,16-10-2012,TATAELXSI,IT,sold,234.5,20
26,01-01-2013,GLAXO,Pharma,bought,2174,100
26,12-02-2013,SUNPHARMA,Pharma,bought,750,83
26,08-10-2013,GLAXO,Pharma,sold,2475.05,50
26,03-01-2014,PRESTIGE,Realty,bought,155.5,88
26,18-02-2014,TATAELXSI,IT,sold,454.95,25
26,22-09-2014,TATAELXSI,IT,sold,664,20
26,07-11-2014,JUBLFOOD,FMCG,bought,1266,32
26,19-12-2014,ICICIBANK,Financial services,bought,349,70
26,19-02-2015,GLAXO,Pharma,sold,3225.5,30
26,29-07-2015,HDFCBANK,Financial services,bought,1105.1,62
26,17-12-2015,ICICIBANK,Financial services,bought,253.95,56
