uid,date,symbol,category,trade_type,stock_value,volume
37,29-04-2011,DLF,Realty,bought,228.9,83
37,20-06-2011,HINDUNILVR,FMCG,bought,320,70
37,23-06-2011,TATAELXSI,IT,bought,233.3,100
37,08-11-2011,DLF,Realty,sold,247,70
37,10-01-2012,JUBLFOOD,FMCG,bought,745.5,45
37,24-01-2012,DABUR,FMCG,bought,95.95,66
37,01-08-2012,GODREJCP,FMCG,bought,622.9,86
37,14-08-2012,HINDUNILVR,FMCG,sold,492,37
37,23-04-2013,TECHM,IT,bought,928.7,100
37,30-04-2013,SUNPHARMA,Pharma,bought,942.05,89
37,30-07-2013,SUNPHARMA,Pharma,sold,574.5,56
37,03-09-2013,MINDTREE,IT,bought,1060,70
37,25-11-2013,DABUR,FMCG,sold,163,48
37,03-06-2014,GLAXO,Pharma,bought,2461.65,69
37,09-06-2014,TECHM,IT,sold,2105,96
37,17-06-2014,TATAELXSI,IT,sold,535.25,54
37,20-10-2014,PRESTIGE,Realty,bought,233.2,24
37,19-11-2014,GODREJCP,FMCG,sold,980.6,76
37,08-07-2015,BOSCHLTD,Auto,bought,22820,62
37,12-10-2015,RELCAPITAL,Financial services,bought,380,23
