uid,date,symbol,category,trade_type,stock_value,volume
13,01-03-2011,EICHERMOT,Auto,bought,1079.9,61
13,28-04-2011,DLF,Realty,bought,236.4,77
13,10-06-2011,MPHASIS,IT,bought,468,86
13,07-09-2011,DLF,Realty,sold,200.9,39
13,11-10-2011,EICHERMOT,Auto,sold,1725,47
13,30-08-2012,APOLLOTYRE,Auto,bought,90.5,90
13,17-12-2012,SOBHA,Realty,sold,376,86
13,01-02-2013,PHOENIXLTD,Realty,bought,277.8,100
13,07-05-2013,GODREJCP,FMCG,bought,832.5,86
13,05-08-2013,CIPLA,Pharma,bought,400,68
13,12-08-2013,M&M,Auto,bought,867.5,95
13,15-10-2013,CIPLA,Pharma,sold,422.1,25
13,01-11-2013,DRREDDY,Pharma,bought,2456,80
13,03-12-2013,ICICIBANK,Financial services,bought,1085.85,91
13,05-02-2014,MPHASIS,IT,sold,383,60
13,30-07-2014,BAJAJ-AUTO,Auto,bought,2074.1,64
13,14-10-2014,KOTAKBANK,Financial services,bought,1012.5,100
13,13-11-2014,BAJAJ-AUTO,Auto,sold,2600,61
13,12-05-2015,APOLLOTYRE,Auto,sold,173.95,71
13,04-11-2015,PHOENIXLTD,Realty,sold,337.85,92
