uid,date,symbol,category,trade_type,stock_value,volume
44,28-03-2011,EXIDEIND,Auto,bought,136.7,24
44,19-04-2011,PHOENIXLTD,Realty,bought,199,39
44,09-05-2011,MINDTREE,IT,bought,350,27
44,21-06-2011,AXISBANK,Financial services,bought,1231,25
44,01-11-2011,DRREDDY,Pharma,bought,1645.1,73
44,25-11-2011,HINDUNILVR,FMCG,bought,384.55,60
44,10-04-2012,DABUR,FMCG,bought,105.15,67
44,31-10-2012,DABUR,FMCG,sold,124.6,51
44,01-11-2012,TATAELXSI,IT,bought,218,88
44,02-01-2013,AXISBANK,Financial services,sold,1371.15,20
44,08-10-2013,KOTAKBANK,Financial services,bought,705.5,75
44,09-12-2013,KOTAKBANK,Financial services,sold,785,25
44,28-01-2014,DLF,Realty,bought,140,38
44,27-06-2014,TATAMOTORS,Auto,bought,437.1,64
44,18-08-2014,MARUTI,Auto,bought,2651.15,79
44,21-08-2014,APOLLOTYRE,Auto,bought,170.75,41
44,08-10-2014,GLAXO,Pharma,bought,2900,97
44,11-11-2014,SUNPHARMA,Pharma,bought,911,52
44,14-08-2015,HINDUNILVR,FMCG,sold,871,34
44,15-12-2015,GLAXO,Pharma,sold,3315,40
