uid,date,symbol,category,trade_type,stock_value,volume
20,09-11-2011,PHOENIXLTD,Realty,bought,205,73
20,17-02-2012,BOSCHLTD,Auto,bought,7660,20
20,26-06-2012,SUNPHARMA,Pharma,bought,606,80
20,11-12-2012,PHOENIXLTD,Realty,sold,239.5,25
20,13-06-2013,RELCAPITAL,Financial services,bought,314.8,83
20,02-07-2013,RELCAPITAL,Financial services,sold,360.25,60
20,28-08-2013,MINDTREE,IT,bought,1009,75
20,18-10-2013,MINDTREE,IT,sold,1310,59
20,30-06-2014,BAJAJ-AUTO,Auto,bought,2297.6,92
20,09-07-2014,SBIN,Financial services,bought,2590,97
20,25-11-2014,KOTAKBANK,Financial services,bought,1194,64
20,02-03-2015,WIPRO,IT,bought,660.1,74
20,30-04-2015,JUBLFOOD,FMCG,bought,1442,74
20,11-05-2015,WIPRO,IT,sold,542,63
20,12-05-2015,KOTAKBANK,Financial services,bought,1335.5,73
20,16-07-2015,DRREDDY,Pharma,bought,3810,73
20,28-07-2015,BOSCHLTD,Auto,sold,23181,20
20,19-08-2015,ITC,FMCG,bought,314,85
20,21-10-2015,APOLLOTYRE,Auto,bought,194.9,72
20,10-11-2015,HDFCBANK,Financial services,bought,1060.05,44
